Composition: 65% KNO3 / 35% sugar | r=6.29 mol | K2CO3 yield = 44.4 wt% | dTad = 1300 K | Tad = 1598 K
step   time[s]  Tmax[K]  Tvent[K]  K2CO3[kg]  Uvent[m/s]  meanYfu  SMAX
  306    0.306   1521.8   1199.5  9.884e-05  8.277e-01  0.8257  4.44e-07
  307    0.307   1520.3   1198.7  9.962e-05  8.346e-01  0.8245  4.69e-07
  308    0.308   1518.5   1197.9  1.001e-04  8.362e-01  0.8235  5.08e-07
  309    0.309   1516.9   1197.2  1.004e-04  8.343e-01  0.8228  3.85e-07
  310    0.310   1517.0   1196.4  1.006e-04  8.303e-01  0.8221  1.98e-07
  311    0.311   1516.9   1195.6  1.007e-04  8.253e-01  0.8216  2.45e-08
  312    0.312   1516.7   1194.8  1.007e-04  8.200e-01  0.8211  1.50e-07
  313    0.313   1516.3   1194.1  1.008e-04  8.151e-01  0.8205  2.70e-07
  314    0.314   1516.8   1193.3  1.011e-04  8.117e-01  0.8199  3.42e-07
  315    0.315   1516.3   1192.6  1.014e-04  8.092e-01  0.8192  3.49e-07
  316    0.316   1515.7   1191.8  1.017e-04  8.055e-01  0.8186  3.26e-07
  317    0.317   1515.1   1191.0  1.020e-04  8.021e-01  0.8179  3.49e-07
  318    0.318   1514.8   1190.3  1.022e-04  7.982e-01  0.8172  3.51e-07
  319    0.319   1515.2   1189.5  1.025e-04  7.939e-01  0.8166  3.71e-07
  320    0.320   1515.4   1188.8  1.027e-04  7.883e-01  0.8160  3.94e-07
  321    0.321   1515.3   1188.0  1.028e-04  7.823e-01  0.8155  4.49e-07
  322    0.322   1514.9   1187.3  1.030e-04  7.765e-01  0.8150  4.97e-07
  323    0.323   1514.3   1186.5  1.031e-04  7.716e-01  0.8145  5.24e-07
  324    0.324   1513.4   1185.8  1.034e-04  7.682e-01  0.8139  5.19e-07
  325    0.325   1512.7   1185.0  1.038e-04  7.674e-01  0.8132  4.71e-07
  326    0.326   1512.5   1184.3  1.042e-04  7.665e-01  0.8125  3.64e-07
  327    0.327   1512.5   1183.5  1.046e-04  7.657e-01  0.8118  2.90e-07
  328    0.328   1512.5   1182.8  1.050e-04  7.667e-01  0.8110  2.39e-07
  329    0.329   1512.5   1182.1  1.057e-04  7.711e-01  0.8101  1.52e-07
  330    0.330   1512.3   1181.3  1.064e-04  7.763e-01  0.8091  1.53e-08
  331    0.331   1512.1   1180.6  1.070e-04  7.815e-01  0.8081  1.42e-07
  332    0.332   1512.2   1179.9  1.077e-04  7.872e-01  0.8071  2.34e-07
  333    0.333   1512.7   1179.1  1.083e-04  7.932e-01  0.8060  3.12e-07
  334    0.334   1513.0   1178.4  1.090e-04  8.014e-01  0.8049  3.71e-07
  335    0.335   1512.7   1177.7  1.099e-04  8.117e-01  0.8037  4.76e-07
  336    0.336   1512.0   1177.0  1.108e-04  8.223e-01  0.8024  6.07e-07
  337    0.337   1511.1   1176.2  1.117e-04  8.335e-01  0.8011  7.06e-07
  338    0.338   1510.2   1175.5  1.127e-04  8.456e-01  0.7996  7.90e-07
  339    0.339   1513.8   1174.8  1.137e-04  8.579e-01  0.7982  8.72e-07
  340    0.340   1515.7   1174.1  1.147e-04  8.686e-01  0.7967  9.34e-07
  341    0.341   1516.4   1173.4  1.155e-04  8.770e-01  0.7954  9.30e-07
  342    0.342   1516.1   1172.7  1.161e-04  8.831e-01  0.7942  8.67e-07
  343    0.343   1516.8   1172.0  1.166e-04  8.861e-01  0.7931  7.56e-07
  344    0.344   1523.4   1171.3  1.171e-04  8.886e-01  0.7921  5.94e-07
  345    0.345   1525.7   1170.6  1.175e-04  8.905e-01  0.7912  4.71e-07
  346    0.346   1525.2   1169.9  1.180e-04  8.933e-01  0.7901  3.65e-07
  347    0.347   1523.9   1169.2  1.185e-04  8.947e-01  0.7891  3.21e-07
  348    0.348   1521.9   1168.5  1.188e-04  8.931e-01  0.7882  2.48e-07
  349    0.349   1520.7   1167.8  1.190e-04  8.894e-01  0.7875  1.18e-07
  350    0.350   1520.9   1167.1  1.192e-04  8.848e-01  0.7868  3.78e-08
  351    0.351   1520.8   1166.5  1.194e-04  8.806e-01  0.7862  1.65e-07
  352    0.352   1520.5   1165.8  1.196e-04  8.778e-01  0.7855  2.46e-07
  353    0.353   1520.4   1165.1  1.200e-04  8.767e-01  0.7846  2.62e-07
  354    0.354   1520.3   1164.4  1.204e-04  8.755e-01  0.7838  2.24e-07
  355    0.355   1520.1   1163.7  1.209e-04  8.754e-01  0.7829  2.03e-07
  356    0.356   1519.7   1163.0  1.215e-04  8.769e-01  0.7819  1.58e-07
  357    0.357   1519.6   1162.4  1.222e-04  8.790e-01  0.7808  8.01e-08
  358    0.358   1519.9   1161.7  1.228e-04  8.800e-01  0.7798  1.20e-08
  359    0.359   1519.9   1161.0  1.232e-04  8.786e-01  0.7789  9.22e-09
  360    0.360   1519.6   1160.4  1.235e-04  8.755e-01  0.7781  4.86e-08
  361    0.361   1519.1   1159.7  1.238e-04  8.724e-01  0.7774  1.32e-07
  362    0.362   1518.4   1159.0  1.242e-04  8.696e-01  0.7766  1.90e-07
  363    0.363   1517.5   1158.3  1.244e-04  8.646e-01  0.7759  2.22e-07
  364    0.364   1520.0   1157.7  1.246e-04  8.582e-01  0.7753  3.05e-07
  365    0.365   1521.5   1157.0  1.247e-04  8.513e-01  0.7747  4.01e-07
  366    0.366   1521.7   1156.4  1.248e-04  8.444e-01  0.7742  4.83e-07
  367    0.367   1521.0   1155.7  1.249e-04  8.381e-01  0.7736  5.38e-07
  368    0.368   1519.6   1155.0  1.252e-04  8.333e-01  0.7730  5.59e-07
  369    0.369   1517.9   1154.4  1.255e-04  8.300e-01  0.7724  5.36e-07
  370    0.370   1518.0   1153.7  1.259e-04  8.274e-01  0.7716  4.76e-07
  371    0.371   1517.9   1153.1  1.263e-04  8.250e-01  0.7709  4.15e-07
  372    0.372   1517.3   1152.4  1.267e-04  8.237e-01  0.7701  3.65e-07
  373    0.373   1516.5   1151.8  1.272e-04  8.250e-01  0.7693  3.03e-07
  374    0.374   1515.9   1151.1  1.279e-04  8.298e-01  0.7682  1.88e-07
  375    0.375   1515.5   1150.5  1.287e-04  8.351e-01  0.7671  1.45e-08
  376    0.376   1515.3   1149.8  1.294e-04  8.403e-01  0.7660  1.30e-07
  377    0.377   1515.3   1149.2  1.302e-04  8.482e-01  0.7648  2.21e-07
  378    0.378   1515.1   1148.5  1.312e-04  8.606e-01  0.7633  3.57e-07
  379    0.379   1514.9   1147.9  1.325e-04  8.744e-01  0.7616  5.74e-07
  380    0.380   1515.7   1147.2  1.335e-04  8.851e-01  0.7601  7.63e-07
  381    0.381   1516.1   1146.6  1.346e-04  8.973e-01  0.7585  8.09e-07
  382    0.382   1516.3   1146.0  1.356e-04  9.065e-01  0.7570  8.79e-07
  383    0.383   1520.5   1145.3  1.364e-04  9.138e-01  0.7557  8.49e-07
  384    0.384   1526.6   1144.7  1.371e-04  9.202e-01  0.7544  7.75e-07
  385    0.385   1528.6   1144.1  1.379e-04  9.281e-01  0.7531  6.98e-07
  386    0.386   1527.9   1143.5  1.386e-04  9.348e-01  0.7517  6.86e-07
  387    0.387   1526.7   1142.8  1.394e-04  9.409e-01  0.7504  6.44e-07
  388    0.388   1524.5   1142.2  1.401e-04  9.473e-01  0.7491  5.99e-07
  389    0.389   1524.6   1141.6  1.409e-04  9.533e-01  0.7478  5.77e-07
  390    0.390   1524.5   1141.0  1.416e-04  9.574e-01  0.7465  5.47e-07
  391    0.391   1524.4   1140.4  1.421e-04  9.598e-01  0.7454  4.79e-07
  392    0.392   1524.1   1139.7  1.426e-04  9.596e-01  0.7443  3.86e-07
  393    0.393   1524.2   1139.1  1.429e-04  9.578e-01  0.7434  2.50e-07
  394    0.394   1524.0   1138.5  1.433e-04  9.564e-01  0.7424  1.17e-07
  395    0.395   1523.6   1137.9  1.436e-04  9.521e-01  0.7415  3.13e-08
  396    0.396   1523.5   1137.3  1.438e-04  9.472e-01  0.7407  1.06e-07
  397    0.397   1523.7   1136.7  1.440e-04  9.414e-01  0.7399  2.17e-07
  398    0.398   1523.6   1136.1  1.442e-04  9.352e-01  0.7392  3.19e-07
  399    0.399   1523.3   1135.5  1.445e-04  9.296e-01  0.7384  3.99e-07
  400    0.400   1522.8   1134.9  1.447e-04  9.223e-01  0.7376  4.39e-07
  401    0.401   1522.1   1134.3  1.449e-04  9.135e-01  0.7370  5.15e-07
  402    0.402   1522.4   1133.7  1.450e-04  9.044e-01  0.7364  6.06e-07
  403    0.403   1522.8   1133.1  1.451e-04  8.955e-01  0.7358  6.80e-07
  404    0.404   1522.9   1132.5  1.453e-04  8.878e-01  0.7352  7.23e-07
  405    0.405   1522.7   1131.9  1.456e-04  8.823e-01  0.7344  7.22e-07
  406    0.406   1522.4   1131.3  1.460e-04  8.783e-01  0.7336  6.65e-07
  407    0.407   1521.9   1130.7  1.466e-04  8.774e-01  0.7327  5.81e-07
  408    0.408   1521.1   1130.1  1.474e-04  8.797e-01  0.7315  4.41e-07
  409    0.409   1520.2   1129.5  1.484e-04  8.839e-01  0.7302  2.55e-07
  410    0.410   1520.2   1128.9  1.491e-04  8.838e-01  0.7290  7.68e-08
  411    0.411   1520.3   1128.3  1.495e-04  8.802e-01  0.7281  6.72e-08
  412    0.412   1520.4   1127.7  1.498e-04  8.750e-01  0.7273  1.54e-07
  413    0.413   1520.4   1127.1  1.501e-04  8.691e-01  0.7266  2.58e-07
  414    0.414   1521.0   1126.5  1.503e-04  8.633e-01  0.7259  3.49e-07
  415    0.415   1524.2   1125.9  1.505e-04  8.582e-01  0.7252  4.12e-07
  416    0.416   1525.8   1125.3  1.508e-04  8.549e-01  0.7245  4.35e-07
  417    0.417   1526.2   1124.8  1.514e-04  8.547e-01  0.7235  4.04e-07
  418    0.418   1525.6   1124.2  1.521e-04  8.568e-01  0.7224  2.97e-07
  419    0.419   1524.4   1123.6  1.528e-04  8.591e-01  0.7213  1.59e-07
  420    0.420   1522.7   1123.0  1.537e-04  8.645e-01  0.7200  5.96e-08
  421    0.421   1520.7   1122.4  1.546e-04  8.702e-01  0.7186  9.45e-08
  422    0.422   1518.6   1121.9  1.556e-04  8.770e-01  0.7172  2.06e-07
  423    0.423   1525.8   1121.3  1.567e-04  8.856e-01  0.7156  3.15e-07
  424    0.424   1530.3   1120.7  1.577e-04  8.936e-01  0.7140  4.38e-07
  425    0.425   1531.2   1120.1  1.586e-04  8.991e-01  0.7125  5.07e-07
  426    0.426   1530.2   1119.6  1.594e-04  9.016e-01  0.7111  4.88e-07
  427    0.427   1528.5   1119.0  1.600e-04  9.024e-01  0.7099  3.96e-07
  428    0.428   1527.8   1118.4  1.606e-04  9.029e-01  0.7087  2.84e-07
  429    0.429   1527.7   1117.8  1.612e-04  9.046e-01  0.7074  2.03e-07
  430    0.430   1527.7   1117.3  1.620e-04  9.062e-01  0.7061  1.76e-07
  431    0.431   1527.6   1116.7  1.626e-04  9.053e-01  0.7049  1.55e-07
  432    0.432   1527.5   1116.2  1.632e-04  9.050e-01  0.7037  7.39e-08
  433    0.433   1527.4   1115.6  1.638e-04  9.034e-01  0.7025  3.44e-08
  434    0.434   1527.2   1115.0  1.642e-04  8.993e-01  0.7015  3.19e-08
  435    0.435   1526.9   1114.5  1.646e-04  8.952e-01  0.7005  1.43e-07
  436    0.436   1527.1   1113.9  1.651e-04  8.934e-01  0.6994  2.17e-07
  437    0.437   1527.1   1113.4  1.659e-04  8.942e-01  0.6981  2.09e-07
  438    0.438   1526.8   1112.8  1.666e-04  8.945e-01  0.6968  1.35e-07
  439    0.439   1526.3   1112.2  1.674e-04  8.958e-01  0.6955  9.57e-08
  440    0.440   1526.0   1111.7  1.681e-04  8.943e-01  0.6942  4.47e-08
  441    0.441   1526.4   1111.1  1.685e-04  8.882e-01  0.6931  8.12e-08
  442    0.442   1526.6   1110.6  1.688e-04  8.799e-01  0.6923  2.29e-07
  443    0.443   1526.5   1110.0  1.690e-04  8.707e-01  0.6915  3.90e-07
  444    0.444   1526.2   1109.5  1.691e-04  8.618e-01  0.6908  5.25e-07
  445    0.445   1525.8   1108.9  1.695e-04  8.546e-01  0.6899  6.13e-07
  446    0.446   1526.2   1108.4  1.699e-04  8.484e-01  0.6890  6.31e-07
  447    0.447   1525.7   1107.8  1.702e-04  8.391e-01  0.6882  6.13e-07
  448    0.448   1524.6   1107.3  1.704e-04  8.288e-01  0.6874  6.85e-07
  449    0.449   1525.0   1106.8  1.706e-04  8.182e-01  0.6868  7.65e-07
  450    0.450   1525.2   1106.2  1.708e-04  8.077e-01  0.6861  8.26e-07
  451    0.451   1525.2   1105.7  1.709e-04  7.965e-01  0.6854  8.67e-07
  452    0.452   1524.9   1105.1  1.711e-04  7.854e-01  0.6848  9.14e-07
  453    0.453   1524.4   1104.6  1.713e-04  7.750e-01  0.6842  9.46e-07
  454    0.454   1524.5   1104.0  1.716e-04  7.662e-01  0.6836  9.49e-07
  455    0.455   1524.1   1103.5  1.720e-04  7.603e-01  0.6828  9.08e-07
  456    0.456   1523.5   1103.0  1.726e-04  7.592e-01  0.6818  8.02e-07
  457    0.457   1522.9   1102.4  1.737e-04  7.643e-01  0.6804  5.98e-07
  458    0.458   1522.5   1101.9  1.749e-04  7.698e-01  0.6788  2.85e-07
  459    0.459   1522.3   1101.3  1.762e-04  7.765e-01  0.6772  6.12e-08
  460    0.460   1522.3   1100.8  1.774e-04  7.818e-01  0.6756  1.32e-07
  461    0.461   1522.1   1100.3  1.782e-04  7.818e-01  0.6743  2.24e-07
  462    0.462   1522.9   1099.7  1.789e-04  7.803e-01  0.6732  1.47e-07
  463    0.463   1530.3   1099.2  1.795e-04  7.785e-01  0.6720  5.34e-08
  464    0.464   1533.0   1098.7  1.799e-04  7.735e-01  0.6711  2.11e-08
  465    0.465   1532.8   1098.1  1.802e-04  7.667e-01  0.6703  1.56e-07
  466    0.466   1531.7   1097.6  1.805e-04  7.593e-01  0.6695  3.03e-07
  467    0.467   1530.3   1097.1  1.808e-04  7.528e-01  0.6688  4.17e-07
  468    0.468   1530.4   1096.5  1.812e-04  7.478e-01  0.6679  4.75e-07
  469    0.469   1530.6   1096.0  1.816e-04  7.422e-01  0.6670  4.74e-07
  470    0.470   1530.6   1095.5  1.821e-04  7.373e-01  0.6662  4.89e-07
  471    0.471   1530.3   1095.0  1.827e-04  7.349e-01  0.6652  4.83e-07
  472    0.472   1530.4   1094.4  1.834e-04  7.337e-01  0.6641  4.09e-07
  473    0.473   1530.2   1093.9  1.841e-04  7.317e-01  0.6630  3.26e-07
  474    0.474   1529.9   1093.4  1.848e-04  7.301e-01  0.6618  2.87e-07
  475    0.475   1530.1   1092.9  1.854e-04  7.265e-01  0.6607  2.54e-07
  476    0.476   1529.9   1092.4  1.859e-04  7.202e-01  0.6598  2.80e-07
  477    0.477   1529.7   1091.8  1.863e-04  7.129e-01  0.6590  3.74e-07
  478    0.478   1529.2   1091.3  1.866e-04  7.053e-01  0.6582  4.65e-07
  479    0.479   1529.5   1090.8  1.870e-04  6.975e-01  0.6574  5.38e-07
  480    0.480   1529.6   1090.3  1.873e-04  6.895e-01  0.6566  5.94e-07
  481    0.481   1529.5   1089.8  1.878e-04  6.829e-01  0.6558  6.39e-07
  482    0.482   1529.2   1089.2  1.884e-04  6.793e-01  0.6548  6.33e-07
  483    0.483   1528.7   1088.7  1.891e-04  6.769e-01  0.6537  5.47e-07
  484    0.484   1528.0   1088.2  1.898e-04  6.719e-01  0.6527  4.54e-07
  485    0.485   1528.2   1087.7  1.902e-04  6.644e-01  0.6518  4.58e-07
  486    0.486   1528.6   1087.2  1.906e-04  6.562e-01  0.6511  5.32e-07
  487    0.487   1528.8   1086.7  1.909e-04  6.484e-01  0.6504  6.03e-07
  488    0.488   1528.6   1086.1  1.913e-04  6.424e-01  0.6496  6.40e-07
  489    0.489   1528.2   1085.6  1.919e-04  6.392e-01  0.6487  6.17e-07
  490    0.490   1527.6   1085.1  1.926e-04  6.357e-01  0.6478  5.25e-07
  491    0.491   1526.7   1084.6  1.932e-04  6.319e-01  0.6469  4.67e-07
  492    0.492   1526.0   1084.1  1.938e-04  6.286e-01  0.6459  4.38e-07
  493    0.493   1526.1   1083.6  1.944e-04  6.246e-01  0.6450  4.02e-07
  494    0.494   1528.0   1083.1  1.948e-04  6.196e-01  0.6442  3.95e-07
  495    0.495   1529.3   1082.6  1.953e-04  6.153e-01  0.6434  4.21e-07
  496    0.496   1529.5   1082.1  1.959e-04  6.135e-01  0.6424  4.17e-07
  497    0.497   1528.9   1081.5  1.967e-04  6.126e-01  0.6414  3.47e-07
  498    0.498   1527.7   1081.0  1.973e-04  6.110e-01  0.6404  2.72e-07
  499    0.499   1527.1   1080.5  1.981e-04  6.102e-01  0.6393  2.39e-07
  500    0.500   1527.5   1080.0  1.987e-04  6.072e-01  0.6384  1.97e-07
  501    0.501   1527.2   1079.5  1.993e-04  6.045e-01  0.6374  2.25e-07
  502    0.502   1530.1   1079.0  2.000e-04  6.024e-01  0.6364  2.39e-07
  503    0.503   1534.3   1078.5  2.005e-04  5.985e-01  0.6355  2.29e-07
  504    0.504   1535.0   1078.0  2.011e-04  5.946e-01  0.6346  2.75e-07
  505    0.505   1534.2   1077.5  2.017e-04  5.920e-01  0.6337  3.04e-07
  506    0.506   1532.3   1077.0  2.023e-04  5.891e-01  0.6328  2.90e-07
  507    0.507   1532.8   1076.5  2.029e-04  5.856e-01  0.6319  2.89e-07
  508    0.508   1533.1   1076.0  2.034e-04  5.809e-01  0.6311  3.02e-07
  509    0.509   1533.1   1075.5  2.039e-04  5.770e-01  0.6303  3.47e-07
  510    0.510   1533.0   1075.0  2.046e-04  5.755e-01  0.6294  3.54e-07
  511    0.511   1533.0   1074.5  2.052e-04  5.738e-01  0.6285  2.95e-07
  512    0.512   1532.8   1074.0  2.059e-04  5.717e-01  0.6276  2.58e-07
  513    0.513   1532.5   1073.5  2.064e-04  5.682e-01  0.6268  2.44e-07
  514    0.514   1532.6   1073.0  2.069e-04  5.629e-01  0.6261  2.74e-07
  515    0.515   1532.5   1072.5  2.072e-04  5.568e-01  0.6254  3.41e-07
  516    0.516   1532.1   1072.0  2.075e-04  5.497e-01  0.6249  4.14e-07
  517    0.517   1531.9   1071.5  2.078e-04  5.428e-01  0.6243  4.89e-07
  518    0.518   1532.3   1071.0  2.081e-04  5.370e-01  0.6238  5.37e-07
  519    0.519   1532.3   1070.5  2.087e-04  5.337e-01  0.6231  5.40e-07
  520    0.520   1532.0   1070.0  2.094e-04  5.326e-01  0.6221  4.73e-07
  521    0.521   1531.4   1069.5  2.100e-04  5.288e-01  0.6214  3.65e-07
  522    0.522   1530.7   1069.0  2.104e-04  5.232e-01  0.6207  3.66e-07
  523    0.523   1531.1   1068.5  2.108e-04  5.169e-01  0.6201  4.17e-07
  524    0.524   1531.5   1068.0  2.111e-04  5.099e-01  0.6196  4.70e-07
  525    0.525   1531.5   1067.5  2.114e-04  5.026e-01  0.6191  5.26e-07
  526    0.526   1531.2   1067.1  2.117e-04  4.956e-01  0.6187  5.75e-07
  527    0.527   1530.7   1066.6  2.120e-04  4.895e-01  0.6182  6.01e-07
  528    0.528   1530.0   1066.1  2.125e-04  4.854e-01  0.6176  5.92e-07
  529    0.529   1529.1   1065.6  2.131e-04  4.821e-01  0.6169  5.33e-07
  530    0.530   1529.2   1065.1  2.136e-04  4.779e-01  0.6162  4.68e-07
  531    0.531   1529.7   1064.6  2.140e-04  4.740e-01  0.6156  4.48e-07
  532    0.532   1529.9   1064.1  2.145e-04  4.700e-01  0.6150  4.27e-07
  533    0.533   1530.0   1063.6  2.150e-04  4.673e-01  0.6144  4.12e-07
  534    0.534   1529.8   1063.1  2.156e-04  4.671e-01  0.6137  3.68e-07
  535    0.535   1529.3   1062.6  2.164e-04  4.693e-01  0.6128  2.68e-07
  536    0.536   1528.7   1062.1  2.173e-04  4.738e-01  0.6118  1.30e-07
  537    0.537   1527.9   1061.6  2.183e-04  4.780e-01  0.6108  3.25e-08
  538    0.538   1527.4   1061.1  2.193e-04  4.845e-01  0.6096  1.34e-07
  539    0.539   1526.9   1060.6  2.204e-04  4.908e-01  0.6084  2.66e-07
  540    0.540   1526.6   1060.2  2.215e-04  4.972e-01  0.6071  3.54e-07
  541    0.541   1529.2   1059.7  2.224e-04  5.010e-01  0.6060  4.19e-07
  542    0.542   1535.0   1059.2  2.231e-04  5.013e-01  0.6051  3.90e-07
  543    0.543   1536.6   1058.7  2.236e-04  5.001e-01  0.6044  2.75e-07
  544    0.544   1535.9   1058.2  2.240e-04  4.987e-01  0.6037  1.53e-07
  545    0.545   1534.4   1057.7  2.246e-04  4.981e-01  0.6029  6.52e-08
  546    0.546   1534.7   1057.2  2.250e-04  4.959e-01  0.6022  2.36e-08
  547    0.547   1535.2   1056.8  2.254e-04  4.926e-01  0.6016  5.32e-08
  548    0.548   1535.2   1056.3  2.258e-04  4.895e-01  0.6011  1.32e-07
  549    0.549   1535.1   1055.8  2.262e-04  4.874e-01  0.6004  1.84e-07
  550    0.550   1535.1   1055.3  2.268e-04  4.876e-01  0.5997  1.90e-07
  551    0.551   1535.0   1054.8  2.275e-04  4.879e-01  0.5988  1.35e-07
  552    0.552   1534.7   1054.3  2.281e-04  4.866e-01  0.5981  8.92e-08
  553    0.553   1534.8   1053.9  2.287e-04  4.850e-01  0.5973  1.04e-07
  554    0.554   1534.7   1053.4  2.292e-04  4.823e-01  0.5966  1.23e-07
  555    0.555   1534.2   1052.9  2.297e-04  4.785e-01  0.5960  1.65e-07
  556    0.556   1534.2   1052.4  2.301e-04  4.750e-01  0.5954  2.26e-07
  557    0.557   1534.3   1051.9  2.306e-04  4.723e-01  0.5947  2.60e-07
  558    0.558   1534.2   1051.5  2.311e-04  4.686e-01  0.5941  2.58e-07
  559    0.559   1533.7   1051.0  2.314e-04  4.640e-01  0.5936  2.88e-07
  560    0.560   1533.1   1050.5  2.318e-04  4.597e-01  0.5930  3.33e-07
  561    0.561   1533.1   1050.0  2.322e-04  4.553e-01  0.5925  3.57e-07
  562    0.562   1533.4   1049.5  2.326e-04  4.503e-01  0.5921  3.75e-07
  563    0.563   1533.4   1049.1  2.329e-04  4.457e-01  0.5916  4.03e-07
  564    0.564   1533.0   1048.6  2.333e-04  4.422e-01  0.5911  4.13e-07
  565    0.565   1532.4   1048.1  2.338e-04  4.402e-01  0.5905  3.91e-07
  566    0.566   1531.7   1047.6  2.344e-04  4.378e-01  0.5899  3.32e-07
  567    0.567   1530.8   1047.1  2.348e-04  4.348e-01  0.5893  3.01e-07
  568    0.568   1531.2   1046.7  2.353e-04  4.323e-01  0.5888  2.98e-07
  569    0.569   1531.5   1046.2  2.358e-04  4.312e-01  0.5882  2.82e-07
  570    0.570   1531.4   1045.7  2.363e-04  4.299e-01  0.5876  2.33e-07
  571    0.571   1531.1   1045.2  2.369e-04  4.297e-01  0.5869  2.03e-07
  572    0.572   1530.5   1044.7  2.375e-04  4.308e-01  0.5862  1.50e-07
  573    0.573   1529.7   1044.3  2.382e-04  4.333e-01  0.5855  7.97e-08
  574    0.574   1528.8   1043.8  2.391e-04  4.391e-01  0.5845  1.21e-08
  575    0.575   1527.7   1043.3  2.402e-04  4.478e-01  0.5833  1.64e-07
  576    0.576   1526.9   1042.8  2.412e-04  4.543e-01  0.5822  3.47e-07
  577    0.577   1527.0   1042.4  2.422e-04  4.593e-01  0.5810  4.16e-07
  578    0.578   1527.0   1041.9  2.429e-04  4.615e-01  0.5801  4.22e-07
  579    0.579   1526.9   1041.4  2.436e-04  4.634e-01  0.5793  3.50e-07
  580    0.580   1528.6   1040.9  2.443e-04  4.652e-01  0.5784  2.90e-07
  581    0.581   1535.4   1040.5  2.448e-04  4.650e-01  0.5776  2.49e-07
  582    0.582   1537.7   1040.0  2.453e-04  4.638e-01  0.5769  1.62e-07
  583    0.583   1537.2   1039.5  2.458e-04  4.634e-01  0.5762  7.73e-08
  584    0.584   1535.9   1039.0  2.464e-04  4.632e-01  0.5755  3.62e-08
  585    0.585   1536.1   1038.6  2.469e-04  4.618e-01  0.5748  1.68e-08
  586    0.586   1536.6   1038.1  2.474e-04  4.610e-01  0.5741  3.50e-08
  587    0.587   1536.8   1037.6  2.480e-04  4.614e-01  0.5734  5.14e-08
  588    0.588   1536.7   1037.2  2.487e-04  4.634e-01  0.5725  3.00e-08
  589    0.589   1536.7   1036.7  2.495e-04  4.655e-01  0.5716  3.32e-08
  590    0.590   1536.5   1036.2  2.501e-04  4.641e-01  0.5708  7.43e-08
  591    0.591   1536.2   1035.8  2.505e-04  4.611e-01  0.5702  9.99e-09
  592    0.592   1536.3   1035.3  2.508e-04  4.574e-01  0.5697  8.33e-08
  593    0.593   1536.0   1034.8  2.512e-04  4.538e-01  0.5692  1.63e-07
  594    0.594   1535.5   1034.3  2.516e-04  4.512e-01  0.5687  2.16e-07
  595    0.595   1535.4   1033.9  2.520e-04  4.491e-01  0.5680  2.26e-07
  596    0.596   1535.4   1033.4  2.524e-04  4.457e-01  0.5675  2.21e-07
  597    0.597   1535.1   1032.9  2.528e-04  4.415e-01  0.5670  2.53e-07
  598    0.598   1534.6   1032.5  2.531e-04  4.374e-01  0.5665  2.95e-07
  599    0.599   1533.8   1032.0  2.534e-04  4.338e-01  0.5661  3.24e-07
  600    0.600   1533.9   1031.5  2.539e-04  4.316e-01  0.5655  3.27e-07
  601    0.601   1533.8   1031.1  2.545e-04  4.313e-01  0.5649  2.93e-07
  602    0.602   1533.5   1030.6  2.551e-04  4.313e-01  0.5641  2.18e-07
  603    0.603   1532.9   1030.1  2.557e-04  4.305e-01  0.5634  1.56e-07
  604    0.604   1532.1   1029.7  2.562e-04  4.286e-01  0.5628  1.34e-07
  605    0.605   1531.2   1029.2  2.567e-04  4.266e-01  0.5622  1.51e-07
  606    0.606   1531.0   1028.7  2.571e-04  4.233e-01  0.5617  1.66e-07
  607    0.607   1531.0   1028.3  2.575e-04  4.198e-01  0.5612  2.08e-07
  608    0.608   1530.7   1027.8  2.578e-04  4.166e-01  0.5607  2.45e-07
  609    0.609   1530.1   1027.3  2.582e-04  4.141e-01  0.5603  2.64e-07
  610    0.610   1529.3   1026.9  2.587e-04  4.132e-01  0.5597  2.56e-07
  611    0.611   1528.4   1026.4  2.593e-04  4.143e-01  0.5590  2.07e-07
  612    0.612   1527.3   1025.9  2.600e-04  4.167e-01  0.5582  1.20e-07
  613    0.613   1526.1   1025.5  2.607e-04  4.202e-01  0.5574  2.22e-08
  614    0.614   1525.3   1025.0  2.616e-04  4.256e-01  0.5564  7.88e-08
  615    0.615   1525.1   1024.5  2.625e-04  4.298e-01  0.5554  1.96e-07
  616    0.616   1524.8   1024.1  2.634e-04  4.337e-01  0.5544  2.47e-07
